name	type	source	detector	wavelength_nominal	units
S32-D65-760.0	NIRSCWAMPLITUDE	S32	D65	760.0	AU
S6-D40-760.0	NIRSCWAMPLITUDE	S6	D40	760.0	AU
S26-D71-760.0	NIRSCWAMPLITUDE	S26	D71	760.0	AU
S1-D69-760.0	NIRSCWAMPLITUDE	S1	D69	760.0	AU
S1-D34-760.0	NIRSCWAMPLITUDE	S1	D34	760.0	AU
S8-D35-760.0	NIRSCWAMPLITUDE	S8	D35	760.0	AU
S8-D139-760.0	NIRSCWAMPLITUDE	S8	D139	760.0	AU
S2-D138-760.0	NIRSCWAMPLITUDE	S2	D138	760.0	AU
S5-D141-760.0	NIRSCWAMPLITUDE	S5	D141	760.0	AU
S5-D33-760.0	NIRSCWAMPLITUDE	S5	D33	760.0	AU
S5-D34-760.0	NIRSCWAMPLITUDE	S5	D34	760.0	AU
S5-D140-760.0	NIRSCWAMPLITUDE	S5	D140	760.0	AU
S9-D92-760.0	NIRSCWAMPLITUDE	S9	D92	760.0	AU
S14-D91-760.0	NIRSCWAMPLITUDE	S14	D91	760.0	AU
S12-D94-760.0	NIRSCWAMPLITUDE	S12	D94	760.0	AU
S12-D139-760.0	NIRSCWAMPLITUDE	S12	D139	760.0	AU
S12-D138-760.0	NIRSCWAMPLITUDE	S12	D138	760.0	AU
S12-D93-760.0	NIRSCWAMPLITUDE	S12	D93	760.0	AU
S10-D85-760.0	NIRSCWAMPLITUDE	S10	D85	760.0	AU
S15-D91-760.0	NIRSCWAMPLITUDE	S15	D91	760.0	AU
S15-D84-760.0	NIRSCWAMPLITUDE	S15	D84	760.0	AU
S13-D87-760.0	NIRSCWAMPLITUDE	S13	D87	760.0	AU
S13-D92-760.0	NIRSCWAMPLITUDE	S13	D92	760.0	AU
S13-D91-760.0	NIRSCWAMPLITUDE	S13	D91	760.0	AU
S13-D86-760.0	NIRSCWAMPLITUDE	S13	D86	760.0	AU
S13-D81-760.0	NIRSCWAMPLITUDE	S13	D81	760.0	AU
S10-D90-760.0	NIRSCWAMPLITUDE	S10	D90	760.0	AU
S10-D96-760.0	NIRSCWAMPLITUDE	S10	D96	760.0	AU
S12-D90-760.0	NIRSCWAMPLITUDE	S12	D90	760.0	AU
S12-D89-760.0	NIRSCWAMPLITUDE	S12	D89	760.0	AU
S12-D88-760.0	NIRSCWAMPLITUDE	S12	D88	760.0	AU
S15-D95-760.0	NIRSCWAMPLITUDE	S15	D95	760.0	AU
S15-D90-760.0	NIRSCWAMPLITUDE	S15	D90	760.0	AU
S16-D83-760.0	NIRSCWAMPLITUDE	S16	D83	760.0	AU
S16-D88-760.0	NIRSCWAMPLITUDE	S16	D88	760.0	AU
S9-D143-760.0	NIRSCWAMPLITUDE	S9	D143	760.0	AU
S9-D137-760.0	NIRSCWAMPLITUDE	S9	D137	760.0	AU
S14-D137-760.0	NIRSCWAMPLITUDE	S14	D137	760.0	AU
S14-D142-760.0	NIRSCWAMPLITUDE	S14	D142	760.0	AU
S5-D96-760.0	NIRSCWAMPLITUDE	S5	D96	760.0	AU
S5-D95-760.0	NIRSCWAMPLITUDE	S5	D95	760.0	AU
S8-D144-760.0	NIRSCWAMPLITUDE	S8	D144	760.0	AU
S8-D37-760.0	NIRSCWAMPLITUDE	S8	D37	760.0	AU
S2-D144-760.0	NIRSCWAMPLITUDE	S2	D144	760.0	AU
S2-D38-760.0	NIRSCWAMPLITUDE	S2	D38	760.0	AU
S4-D142-760.0	NIRSCWAMPLITUDE	S4	D142	760.0	AU
S4-D143-760.0	NIRSCWAMPLITUDE	S4	D143	760.0	AU
S7-D39-760.0	NIRSCWAMPLITUDE	S7	D39	760.0	AU
S7-D68-760.0	NIRSCWAMPLITUDE	S7	D68	760.0	AU
S1-D39-760.0	NIRSCWAMPLITUDE	S1	D39	760.0	AU
S3-D37-760.0	NIRSCWAMPLITUDE	S3	D37	760.0	AU
S3-D38-760.0	NIRSCWAMPLITUDE	S3	D38	760.0	AU
S6-D3-760.0	NIRSCWAMPLITUDE	S6	D3	760.0	AU
S6-D70-760.0	NIRSCWAMPLITUDE	S6	D70	760.0	AU
S32-D70-760.0	NIRSCWAMPLITUDE	S32	D70	760.0	AU
S29-D68-760.0	NIRSCWAMPLITUDE	S29	D68	760.0	AU
S26-D5-760.0	NIRSCWAMPLITUDE	S26	D5	760.0	AU
S26-D10-760.0	NIRSCWAMPLITUDE	S26	D10	760.0	AU
S31-D5-760.0	NIRSCWAMPLITUDE	S31	D5	760.0	AU
S27-D3-760.0	NIRSCWAMPLITUDE	S27	D3	760.0	AU
S25-D12-760.0	NIRSCWAMPLITUDE	S25	D12	760.0	AU
S30-D12-760.0	NIRSCWAMPLITUDE	S30	D12	760.0	AU
S28-D10-760.0	NIRSCWAMPLITUDE	S28	D10	760.0	AU
S11-D87-760.0	NIRSCWAMPLITUDE	S11	D87	760.0	AU
S11-D85-760.0	NIRSCWAMPLITUDE	S11	D85	760.0	AU
S11-D89-760.0	NIRSCWAMPLITUDE	S11	D89	760.0	AU
S11-D83-760.0	NIRSCWAMPLITUDE	S11	D83	760.0	AU
S11-D82-760.0	NIRSCWAMPLITUDE	S11	D82	760.0	AU
S28-D41-760.0	NIRSCWAMPLITUDE	S28	D41	760.0	AU
S40-D15-760.0	NIRSCWAMPLITUDE	S40	D15	760.0	AU
S40-D41-760.0	NIRSCWAMPLITUDE	S40	D41	760.0	AU
S40-D44-760.0	NIRSCWAMPLITUDE	S40	D44	760.0	AU
S40-D46-760.0	NIRSCWAMPLITUDE	S40	D46	760.0	AU
S40-D48-760.0	NIRSCWAMPLITUDE	S40	D48	760.0	AU
S34-D47-760.0	NIRSCWAMPLITUDE	S34	D47	760.0	AU
S34-D57-760.0	NIRSCWAMPLITUDE	S34	D57	760.0	AU
S39-D46-760.0	NIRSCWAMPLITUDE	S39	D46	760.0	AU
S39-D48-760.0	NIRSCWAMPLITUDE	S39	D48	760.0	AU
S28-D42-760.0	NIRSCWAMPLITUDE	S28	D42	760.0	AU
S37-D44-760.0	NIRSCWAMPLITUDE	S37	D44	760.0	AU
S37-D45-760.0	NIRSCWAMPLITUDE	S37	D45	760.0	AU
S37-D48-760.0	NIRSCWAMPLITUDE	S37	D48	760.0	AU
S37-D57-760.0	NIRSCWAMPLITUDE	S37	D57	760.0	AU
S37-D58-760.0	NIRSCWAMPLITUDE	S37	D58	760.0	AU
S28-D43-760.0	NIRSCWAMPLITUDE	S28	D43	760.0	AU
S37-D43-760.0	NIRSCWAMPLITUDE	S37	D43	760.0	AU
S30-D16-760.0	NIRSCWAMPLITUDE	S30	D16	760.0	AU
S35-D45-760.0	NIRSCWAMPLITUDE	S35	D45	760.0	AU
S35-D47-760.0	NIRSCWAMPLITUDE	S35	D47	760.0	AU
S35-D42-760.0	NIRSCWAMPLITUDE	S35	D42	760.0	AU
S35-D16-760.0	NIRSCWAMPLITUDE	S35	D16	760.0	AU
S39-D61-760.0	NIRSCWAMPLITUDE	S39	D61	760.0	AU
S39-D59-760.0	NIRSCWAMPLITUDE	S39	D59	760.0	AU
S39-D63-760.0	NIRSCWAMPLITUDE	S39	D63	760.0	AU
S34-D60-760.0	NIRSCWAMPLITUDE	S34	D60	760.0	AU
S34-D62-760.0	NIRSCWAMPLITUDE	S34	D62	760.0	AU
S36-D48-760.0	NIRSCWAMPLITUDE	S36	D48	760.0	AU
S36-D58-760.0	NIRSCWAMPLITUDE	S36	D58	760.0	AU
S36-D59-760.0	NIRSCWAMPLITUDE	S36	D59	760.0	AU
S36-D63-760.0	NIRSCWAMPLITUDE	S36	D63	760.0	AU
S36-D60-760.0	NIRSCWAMPLITUDE	S36	D60	760.0	AU
S36-D62-760.0	NIRSCWAMPLITUDE	S36	D62	760.0	AU
S36-D64-760.0	NIRSCWAMPLITUDE	S36	D64	760.0	AU
S36-D49-760.0	NIRSCWAMPLITUDE	S36	D49	760.0	AU
S38-D61-760.0	NIRSCWAMPLITUDE	S38	D61	760.0	AU
S38-D63-760.0	NIRSCWAMPLITUDE	S38	D63	760.0	AU
S33-D60-760.0	NIRSCWAMPLITUDE	S33	D60	760.0	AU
S33-D62-760.0	NIRSCWAMPLITUDE	S33	D62	760.0	AU
S33-D64-760.0	NIRSCWAMPLITUDE	S33	D64	760.0	AU
S33-D49-760.0	NIRSCWAMPLITUDE	S33	D49	760.0	AU
S38-D50-760.0	NIRSCWAMPLITUDE	S38	D50	760.0	AU
S33-D51-760.0	NIRSCWAMPLITUDE	S33	D51	760.0	AU
S38-D25-760.0	NIRSCWAMPLITUDE	S38	D25	760.0	AU
S33-D52-760.0	NIRSCWAMPLITUDE	S33	D52	760.0	AU
S43-D49-760.0	NIRSCWAMPLITUDE	S43	D49	760.0	AU
S43-D50-760.0	NIRSCWAMPLITUDE	S43	D50	760.0	AU
S43-D51-760.0	NIRSCWAMPLITUDE	S43	D51	760.0	AU
S43-D53-760.0	NIRSCWAMPLITUDE	S43	D53	760.0	AU
S43-D54-760.0	NIRSCWAMPLITUDE	S43	D54	760.0	AU
S43-D56-760.0	NIRSCWAMPLITUDE	S43	D56	760.0	AU
S42-D52-760.0	NIRSCWAMPLITUDE	S42	D52	760.0	AU
S42-D54-760.0	NIRSCWAMPLITUDE	S42	D54	760.0	AU
S45-D25-760.0	NIRSCWAMPLITUDE	S45	D25	760.0	AU
S45-D53-760.0	NIRSCWAMPLITUDE	S45	D53	760.0	AU
S45-D113-760.0	NIRSCWAMPLITUDE	S45	D113	760.0	AU
S42-D55-760.0	NIRSCWAMPLITUDE	S42	D55	760.0	AU
S45-D115-760.0	NIRSCWAMPLITUDE	S45	D115	760.0	AU
S42-D114-760.0	NIRSCWAMPLITUDE	S42	D114	760.0	AU
S45-D117-760.0	NIRSCWAMPLITUDE	S45	D117	760.0	AU
S44-D56-760.0	NIRSCWAMPLITUDE	S44	D56	760.0	AU
S44-D113-760.0	NIRSCWAMPLITUDE	S44	D113	760.0	AU
S44-D55-760.0	NIRSCWAMPLITUDE	S44	D55	760.0	AU
S44-D114-760.0	NIRSCWAMPLITUDE	S44	D114	760.0	AU
S44-D117-760.0	NIRSCWAMPLITUDE	S44	D117	760.0	AU
S44-D116-760.0	NIRSCWAMPLITUDE	S44	D116	760.0	AU
S44-D118-760.0	NIRSCWAMPLITUDE	S44	D118	760.0	AU
S18-D115-760.0	NIRSCWAMPLITUDE	S18	D115	760.0	AU
S18-D117-760.0	NIRSCWAMPLITUDE	S18	D117	760.0	AU
S41-D114-760.0	NIRSCWAMPLITUDE	S41	D114	760.0	AU
S41-D116-760.0	NIRSCWAMPLITUDE	S41	D116	760.0	AU
S41-D118-760.0	NIRSCWAMPLITUDE	S41	D118	760.0	AU
S18-D120-760.0	NIRSCWAMPLITUDE	S18	D120	760.0	AU
S18-D74-760.0	NIRSCWAMPLITUDE	S18	D74	760.0	AU
S41-D73-760.0	NIRSCWAMPLITUDE	S41	D73	760.0	AU
S41-D119-760.0	NIRSCWAMPLITUDE	S41	D119	760.0	AU
S18-D76-760.0	NIRSCWAMPLITUDE	S18	D76	760.0	AU
S41-D75-760.0	NIRSCWAMPLITUDE	S41	D75	760.0	AU
S21-D117-760.0	NIRSCWAMPLITUDE	S21	D117	760.0	AU
S21-D118-760.0	NIRSCWAMPLITUDE	S21	D118	760.0	AU
S21-D120-760.0	NIRSCWAMPLITUDE	S21	D120	760.0	AU
S21-D73-760.0	NIRSCWAMPLITUDE	S21	D73	760.0	AU
S21-D119-760.0	NIRSCWAMPLITUDE	S21	D119	760.0	AU
S21-D76-760.0	NIRSCWAMPLITUDE	S21	D76	760.0	AU
S21-D75-760.0	NIRSCWAMPLITUDE	S21	D75	760.0	AU
S24-D73-760.0	NIRSCWAMPLITUDE	S24	D73	760.0	AU
S24-D75-760.0	NIRSCWAMPLITUDE	S24	D75	760.0	AU
S21-D77-760.0	NIRSCWAMPLITUDE	S21	D77	760.0	AU
S24-D77-760.0	NIRSCWAMPLITUDE	S24	D77	760.0	AU
S19-D74-760.0	NIRSCWAMPLITUDE	S19	D74	760.0	AU
S19-D76-760.0	NIRSCWAMPLITUDE	S19	D76	760.0	AU
S19-D79-760.0	NIRSCWAMPLITUDE	S19	D79	760.0	AU
S24-D80-760.0	NIRSCWAMPLITUDE	S24	D80	760.0	AU
S19-D97-760.0	NIRSCWAMPLITUDE	S19	D97	760.0	AU
S22-D77-760.0	NIRSCWAMPLITUDE	S22	D77	760.0	AU
S22-D79-760.0	NIRSCWAMPLITUDE	S22	D79	760.0	AU
S22-D80-760.0	NIRSCWAMPLITUDE	S22	D80	760.0	AU
S11-D104-760.0	NIRSCWAMPLITUDE	S11	D104	760.0	AU
S24-D78-760.0	NIRSCWAMPLITUDE	S24	D78	760.0	AU
S22-D78-760.0	NIRSCWAMPLITUDE	S22	D78	760.0	AU
S22-D98-760.0	NIRSCWAMPLITUDE	S22	D98	760.0	AU
S17-D97-760.0	NIRSCWAMPLITUDE	S17	D97	760.0	AU
S17-D104-760.0	NIRSCWAMPLITUDE	S17	D104	760.0	AU
S23-D80-760.0	NIRSCWAMPLITUDE	S23	D80	760.0	AU
S23-D98-760.0	NIRSCWAMPLITUDE	S23	D98	760.0	AU
S20-D83-760.0	NIRSCWAMPLITUDE	S20	D83	760.0	AU
S20-D82-760.0	NIRSCWAMPLITUDE	S20	D82	760.0	AU
S20-D81-760.0	NIRSCWAMPLITUDE	S20	D81	760.0	AU
S20-D104-760.0	NIRSCWAMPLITUDE	S20	D104	760.0	AU
S22-D100-760.0	NIRSCWAMPLITUDE	S22	D100	760.0	AU
S20-D100-760.0	NIRSCWAMPLITUDE	S20	D100	760.0	AU
S16-D103-760.0	NIRSCWAMPLITUDE	S16	D103	760.0	AU
S23-D103-760.0	NIRSCWAMPLITUDE	S23	D103	760.0	AU
S20-D103-760.0	NIRSCWAMPLITUDE	S20	D103	760.0	AU
S23-D101-760.0	NIRSCWAMPLITUDE	S23	D101	760.0	AU
S20-D101-760.0	NIRSCWAMPLITUDE	S20	D101	760.0	AU
S19-D99-760.0	NIRSCWAMPLITUDE	S19	D99	760.0	AU
S22-D99-760.0	NIRSCWAMPLITUDE	S22	D99	760.0	AU
S17-D99-760.0	NIRSCWAMPLITUDE	S17	D99	760.0	AU
S17-D102-760.0	NIRSCWAMPLITUDE	S17	D102	760.0	AU
S20-D102-760.0	NIRSCWAMPLITUDE	S20	D102	760.0	AU
S43-D25-760.0	NIRSCWAMPLITUDE	S43	D25	760.0	AU
S43-D113-760.0	NIRSCWAMPLITUDE	S43	D113	760.0	AU
S43-D55-760.0	NIRSCWAMPLITUDE	S43	D55	760.0	AU
S43-D52-760.0	NIRSCWAMPLITUDE	S43	D52	760.0	AU
S43-D64-760.0	NIRSCWAMPLITUDE	S43	D64	760.0	AU
S43-D63-760.0	NIRSCWAMPLITUDE	S43	D63	760.0	AU
S45-D50-760.0	NIRSCWAMPLITUDE	S45	D50	760.0	AU
S45-D56-760.0	NIRSCWAMPLITUDE	S45	D56	760.0	AU
S18-D113-760.0	NIRSCWAMPLITUDE	S18	D113	760.0	AU
S18-D118-760.0	NIRSCWAMPLITUDE	S18	D118	760.0	AU
S21-D74-760.0	NIRSCWAMPLITUDE	S21	D74	760.0	AU
S21-D79-760.0	NIRSCWAMPLITUDE	S21	D79	760.0	AU
S21-D78-760.0	NIRSCWAMPLITUDE	S21	D78	760.0	AU
S21-D116-760.0	NIRSCWAMPLITUDE	S21	D116	760.0	AU
S41-D55-760.0	NIRSCWAMPLITUDE	S41	D55	760.0	AU
S24-D119-760.0	NIRSCWAMPLITUDE	S24	D119	760.0	AU
S24-D98-760.0	NIRSCWAMPLITUDE	S24	D98	760.0	AU
S22-D97-760.0	NIRSCWAMPLITUDE	S22	D97	760.0	AU
S22-D76-760.0	NIRSCWAMPLITUDE	S22	D76	760.0	AU
S22-D75-760.0	NIRSCWAMPLITUDE	S22	D75	760.0	AU
S22-D102-760.0	NIRSCWAMPLITUDE	S22	D102	760.0	AU
S22-D101-760.0	NIRSCWAMPLITUDE	S22	D101	760.0	AU
S19-D120-760.0	NIRSCWAMPLITUDE	S19	D120	760.0	AU
S19-D77-760.0	NIRSCWAMPLITUDE	S19	D77	760.0	AU
S44-D115-760.0	NIRSCWAMPLITUDE	S44	D115	760.0	AU
S44-D120-760.0	NIRSCWAMPLITUDE	S44	D120	760.0	AU
S44-D119-760.0	NIRSCWAMPLITUDE	S44	D119	760.0	AU
S44-D53-760.0	NIRSCWAMPLITUDE	S44	D53	760.0	AU
S44-D54-760.0	NIRSCWAMPLITUDE	S44	D54	760.0	AU
S42-D56-760.0	NIRSCWAMPLITUDE	S42	D56	760.0	AU
S42-D116-760.0	NIRSCWAMPLITUDE	S42	D116	760.0	AU
S42-D51-760.0	NIRSCWAMPLITUDE	S42	D51	760.0	AU
S25-D41-760.0	NIRSCWAMPLITUDE	S25	D41	760.0	AU
S30-D42-760.0	NIRSCWAMPLITUDE	S30	D42	760.0	AU
S28-D45-760.0	NIRSCWAMPLITUDE	S28	D45	760.0	AU
S28-D16-760.0	NIRSCWAMPLITUDE	S28	D16	760.0	AU
S28-D44-760.0	NIRSCWAMPLITUDE	S28	D44	760.0	AU
S40-D13-760.0	NIRSCWAMPLITUDE	S40	D13	760.0	AU
S40-D43-760.0	NIRSCWAMPLITUDE	S40	D43	760.0	AU
S35-D43-760.0	NIRSCWAMPLITUDE	S35	D43	760.0	AU
S35-D57-760.0	NIRSCWAMPLITUDE	S35	D57	760.0	AU
S35-D14-760.0	NIRSCWAMPLITUDE	S35	D14	760.0	AU
S37-D46-760.0	NIRSCWAMPLITUDE	S37	D46	760.0	AU
S37-D59-760.0	NIRSCWAMPLITUDE	S37	D59	760.0	AU
S37-D60-760.0	NIRSCWAMPLITUDE	S37	D60	760.0	AU
S37-D47-760.0	NIRSCWAMPLITUDE	S37	D47	760.0	AU
S37-D42-760.0	NIRSCWAMPLITUDE	S37	D42	760.0	AU
S37-D41-760.0	NIRSCWAMPLITUDE	S37	D41	760.0	AU
S34-D45-760.0	NIRSCWAMPLITUDE	S34	D45	760.0	AU
S34-D58-760.0	NIRSCWAMPLITUDE	S34	D58	760.0	AU
S34-D64-760.0	NIRSCWAMPLITUDE	S34	D64	760.0	AU
S39-D44-760.0	NIRSCWAMPLITUDE	S39	D44	760.0	AU
